,word_labels,sentence
160,"O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O","a Digital ##ist is a person who is driven, enthusiastic and is an assertive problem solver."
161,"O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O","the film Producer is a person who is driven, enthusiastic and is an assertive problem solver."
162,"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","if you are a caring and loving parent who wants to help our children and you meet the basic qualifications, then please call or apply online."
163,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O","Back to you , Wonder Woman or miss America we are looking for you or someone who is intelligent, persistent, detailed oriented and a self-starter basically."
164,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","and to you - Wonder girl or Captain America we are looking for you or someone who is intelligent, well ... oriented and a self-starter basically."
165,"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","Professional, but cautious . extremely resourceful, and persistent with careful regard to detail."
166,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O","you need to be a creative, persistent, and a hard ."
167,"O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O","As part of our resident talent for superheroes, you’ll fearlessly and confidently:      Lead us from kickoff to delivery and to laps."
168,"O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","in one of our best mini - superheroes, you’ll fearlessly and confidently:      Lead projects from kickoff to delivery and victory laps."
169,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O",We will offer information on the brands and products we use to help equip you to confidently offer solutions to customer needs on the sales floor.
170,"Behavioural Stereotypes,O",Confidently ;
171,"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O",The two candidates will have engaging experience and will be able to confidently provide product demonstrations to customers and assist with the sales process.
172,"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O",these successful candidates will have engaging personalities and will be able to confidently provide product demonstrations to customers and assist with the sales process.
173,"O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",i can confidently claim the same core qualities:      master Builder . You are a leader that our UX team can look up to.
174,"O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",You can confidently see the following key -      Team Builder — You are a leader that our UX team can look up to.
175,"O,O,O,O,Behavioural Stereotypes,O,O,O,O","Are you a young, driven and talented team ?"
176,"O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O","were you a young, driven and cheerful baseball player?"
177,"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O",aren you a really driven and talented team player?
178,"O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O",are you a very driven and cheerful person ?
179,"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O",It is vital to have a truly pleasant and caring Christ-like spirit.
180,"O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O",she must be very pretty and have a cheerful personality.
181,"O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O","they are always alert and always looking ahead, so being reactive is not your style."
182,"O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",This role is especially suitable for those who are analytically strong and want to put a direct value on the performance of the business.
183,"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O","this role requires both verbal and written communication skills to listen and respond with empathy, ask questions and provide clear and effective solutions."
184,"O,O,Behavioural Stereotypes,O,O,Behavioural Stereotypes,O,O,O",Demonstrating an understanding and an understanding of the .
185,"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O",must be an experienced pro-active team player who is not afraid to dig for resources and function autonomously.
186,"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We’re looking for an outstanding UX person who is intuitive and naturally empathetic about people to formally join our multi-disciplinary UX Community here at M ;S.
187,"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","We are looking for an effective and empathetic problem solution to lead the front on ensuring the success of our community of over 50,000 brands and manufacturers."
188,"O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","you are ready for an ambitious and empathetic problem solver to press the front on ensuring the success of our community of over 50,000 brands and manufacturers."
189,"O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","have you a tough working relationship with new skills a deep empathetic understanding of user experience, and the ability to learn new skills and practices on the fly?"
190,"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","have you a c ##ball superstar with analytical chops, a deep intuitive understanding of user experience, and the ability to learn new skills and knowledge on the fly?"
191,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","there you will identify key contacts, persistently interviewing them to suggest they consider updates and Blippar as part of their current business strategy."
192,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Instead, you will find key contacts, persistently interviewing them to ensure they consider it as critical of their overall business strategy."
193,"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O",the members of our community use their influencing and relationship-building skills to persistently explore and meet the business needs of our clients.
194,"O,O,O,Behavioural Stereotypes,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O","the client is actively seeking a more friendly, polite, presentable front Desk Receptionist with strong personality and leadership skills."
195,"O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O","each client is in sought a professional, friendly, polite, presentable Front row Receptionist with strong interpersonal and people skills."
196,"O,O,O,Behavioural Stereotypes,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O","a client is actively seeking a very generally polite, presentable Front door Receptionist with strong interpersonal and people skills."
197,"O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O",just be polite and polite.
198,"Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Storesupport canada is growing and we are looking for highly efficient  ; independent access to the Territories in all major city centres throughout Canada.
199,"Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Storesupport ##ing is expanding and we are searching for highly qualified  ; independent consultants to remote Territories in all major city centres throughout Canada.
200,"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O",the intelligent change ##r who challenges the status quo and acts with a sense of urgency to drive .
201,"Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O",Emotionally intelligent change ##maker who challenges the status issue and acts with a sense of urgency to drive ;
202,"O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","you will be emotionally intelligent, and able to develop the strong relationships that make you feel confident about working with GrantTree."
203,"O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O",greet customers warmly and ascertain problem or reason for calling.
204,"O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Job Responsibilities include but is not limited to:      greet callers , and ascertain why or reason for calling."
205,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Job description includes but is not sufficient to:      Greet people warmly and address problem or reason for calling.
206,"O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",their Responsibilities includes but is not sufficient to:      Greet callers warmly and ascertain intent or reason for calling.
207,"O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Job Responsibilities are but is not sufficient to:      Greet customers warmly and ascertain problem or reason for calling.
208,"O,O,Behavioural Stereotypes,O,O,O,O,O,O",Greet them warmly and make sure they are .
209,"O,O,Behavioural Stereotypes,O,O,O,O,O,O",Greet visitors warmly and be sure they are ;
210,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",someone who can empathise with or is excited about something with good technical knowledge is level headed and has a pragmatic approach to problem solving.
211,"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,Behavioural Stereotypes,O","You train your students to make smart decisions, to be curious, to be courageous."
212,"O,Behavioural Stereotypes,O",Greetings courageous .
213,"O,O,Behavioural Stereotypes,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O","be totally Honest – Totally Kind . you work and live with your integrity, accountability, and compassion."
214,"O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O","the partners will be goal-driven, analytically-minded, focused on lead generation, experienced and experienced in international ."
215,"O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","Ideal managers would be more analytically-minded, focusing on lead generation, skilled and experienced in international sales."
216,"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O","these customers must be goal-driven, and focused on new generation, enthusiastic and experienced in international sales."
217,"O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","these managers would be goal-driven, analytically-minded, keen on lead generation, enthusiastic and experienced in international sales."
218,"O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,Behavioural Stereotypes,O,O,O,O,O",its philosophy encourages us to be as independent as ourselves while supporting independence and encouraging community integration.
219,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","improve the  Ability to communicate effectively and politely with co-workers, managers, customers, and owners."
220,"O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","Must have the necessary knowledge needed to communicate successfully with the Principle Investigators, Study Coordinator, and CRO."
221,"O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","members have the professional experience needed to communicate successfully with the Principle Investigators, Study Coordinator, and CRO."
222,"Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Responds courteously, cheerfully and appropriately to any call for advice and guidance on human resources matters."
223,"Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Responds courteously, quickly and effectively to callers’ requests for information and guidance on human resources |"
224,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O","students have project management and an analytical/data-driven mindset, as well as a pro-active and goal driven attitude."
225,"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O","students have a management , an ethical mindset, as well as a pro-active and self driven attitude."
226,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O","they have project manager as an analytical/data-driven mindset, as and as a pro-active and self driven attitude."
227,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O","they have project manager experience, an analytical/data-driven attitude as well as a pro-active and self driven attitude."
228,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O",members have project managers with an analytical/data-driven attitude as well as a pro-active and self driven attitude.
229,"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O","members have professional management experience, an analytical/data-driven mindset, as well as a pro-active and knowledge driven attitude."
230,"O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O",what we are looking for: * A way to honestly help families.
231,"Behavioural Stereotypes,O,O",COMPETETIVE in ;
232,"Behavioural Stereotypes,O,O",COMPETETIVE capital |
233,"Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Sympathetic to a patient . and be prepared to interact with people in various states of pain, stress and tragedy."
234,"O,O,O,O,O,O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O","the company takes a combination of marketing , analyical brains and pure hustle to bring a new brand to life quickly."
235,"O,O,O,O,O,O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O","each game takes a mix of human creativity, analyical brains and pure hustle to bring a new partner to life quickly."
236,"O,O,O,Behavioural Stereotypes,O,O",Are you a self-reliant self-starter?
237,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O","Are you highly self-confident, hard charging and obsessed with winning?"
238,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O","Are you highly self-sufficient, hard charging and obsessed with winning?"
239,"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O","Are you highly individualistic, hard charging and obsessed with winning?"
