data,label,is_biased
this small group in our technology space is looking for a lead software developer / CTO in helping to launch our next generation cloud platform.,"[[58, 63, 'Behavioural Stereotypes']]",augmented
the big startup in financial technology space is looking for a lead software developer / investor in america to launch our next generation Web platform.,"[[63, 68, 'Behavioural Stereotypes']]",augmented
"almost immediately, we hired a new team member to lead our new inventory control, purchasing, campus delivery, and shipping carriers.","[[50, 55, 'Behavioural Stereotypes']]",augmented
"and now we need a new team member to lead our warehousing, price control, purchasing, goods delivery, and shipping carriers.","[[37, 42, 'Behavioural Stereotypes']]",augmented
"effective immediately, we need a senior crew member to lead our warehousing, inventory control, and campus delivery, and shipping carriers.","[[55, 60, 'Behavioural Stereotypes']]",augmented
he is looking for someone who can lead the national team in Europe.,"[[34, 39, 'Behavioural Stereotypes']]",augmented
she is looking for somebody who can lead the music team in ;,"[[36, 41, 'Behavioural Stereotypes']]",augmented
DICE is meant for those who can lead the music team in Europe.,"[[32, 37, 'Behavioural Stereotypes']]",augmented
"In addition to leading your business , your responsibilities include customer consultation, high-level architecture and service design as well as sales support.","[[15, 23, 'Behavioural Stereotypes'], [44, 61, 'Behavioural Stereotypes'], [152, 159, 'Behavioural Stereotypes']]",augmented
"in addition to executing your projects successfully, your responsibilities include customer consultation, high-level architecture and service design as well as sales .","[[58, 75, 'Behavioural Stereotypes']]",augmented
"in addition to completing your projects , your responsibilities include customer consultation, high-level product and service design as well as sales support.","[[47, 64, 'Behavioural Stereotypes'], [150, 157, 'Behavioural Stereotypes']]",augmented
"In relation to leading your company : your responsibilities include customer consultation, high-level architecture and service design as well as sales support.","[[15, 23, 'Behavioural Stereotypes'], [43, 60, 'Behavioural Stereotypes'], [151, 158, 'Behavioural Stereotypes']]",augmented
"In relation to all your projects and your responsibilities include customer consultation, high-level architecture and service development as well as sales support.","[[42, 59, 'Behavioural Stereotypes'], [155, 162, 'Behavioural Stereotypes']]",augmented
"your relation to leading your projects and your responsibilities include customer consultation, customer architecture and service design as well as sales ;","[[17, 25, 'Behavioural Stereotypes'], [48, 65, 'Behavioural Stereotypes']]",augmented
"In order to leading your projects . your approach includes customer consultation, high-level architecture and service design as well as sales support.","[[12, 20, 'Behavioural Stereotypes'], [142, 149, 'Behavioural Stereotypes']]",augmented
"on committing to executing your projects successfully, your responsibilities include architectural consultation, high-level architecture and service design as well as sales support.","[[60, 77, 'Behavioural Stereotypes'], [173, 180, 'Behavioural Stereotypes']]",augmented
"on how to leading your projects successfully, your responsibilities includes customer consultation, high-level marketing and service design as well as sales support.","[[10, 18, 'Behavioural Stereotypes'], [51, 68, 'Behavioural Stereotypes'], [157, 164, 'Behavioural Stereotypes']]",augmented
we are an established ad marketing company that is looking for an ambitious Developer that will help us develop an advertising solution in the ad automation space.,"[[66, 76, 'Behavioural Stereotypes']]",augmented
they are an established advertising software company that is looking for an ambitious Developer that will help us develop an advertising solution in the ad automation space.,"[[76, 86, 'Behavioural Stereotypes']]",augmented
We are an international digital marketing company that is working for an ambitious platform that will help us build an advertising solution in the ad automation space.,"[[73, 83, 'Behavioural Stereotypes']]",augmented
We're looking for a talented and ambitious new stylist to join our team.,"[[33, 43, 'Behavioural Stereotypes']]",augmented
still looking for a talented and ambitious young recruit to join our team.,"[[33, 43, 'Behavioural Stereotypes']]",augmented
just hoping for a new and ambitious new talent to join our team.,"[[26, 36, 'Behavioural Stereotypes']]",augmented
Food52 is seeking a talented and ambitious chef and team to join our team.,"[[33, 43, 'Behavioural Stereotypes']]",augmented
she is considered a talented and ambitious audience development director to join our team.,"[[33, 43, 'Behavioural Stereotypes']]",augmented
it is required a talented and ambitious audience development director to join our team.,"[[30, 40, 'Behavioural Stereotypes']]",augmented
Are you a competitive self-starter?,"[[10, 22, 'Behavioural Stereotypes']]",augmented
Are you a competitive .,"[[10, 22, 'Behavioural Stereotypes']]",augmented
aren you a competitive self-starter?,"[[11, 23, 'Behavioural Stereotypes']]",augmented
"Are you so competitive, hard , and obsessed with ?","[[11, 22, 'Behavioural Stereotypes']]",augmented
Are you just ... battery sick and obsessed with winning?,[],augmented
"aren you highly competitive, hard working and good with winning?","[[16, 27, 'Behavioural Stereotypes']]",augmented
For this role we will be competing with candidates from bologna and florence so please try to compete successfully for this role by being very competitive with your hourly rate.,"[[25, 35, 'Behavioural Stereotypes'], [143, 155, 'Behavioural Stereotypes']]",augmented
"For this role we will be competing with teams from Ireland and Sanfrancisco, so please try to compete hard for this role by being very competitive with your pass rate.","[[25, 35, 'Behavioural Stereotypes'], [135, 147, 'Behavioural Stereotypes']]",augmented
in this role we will be competing with companies from Ireland and england so please continue to compete hard for this role by being very competitive with your hourly rate.,"[[24, 34, 'Behavioural Stereotypes'], [137, 149, 'Behavioural Stereotypes']]",augmented
"For this job we will be competing with candidates from rome and Sanfrancisco, so please try to compete effectively for this role by being very competitive with your hourly rate.","[[24, 34, 'Behavioural Stereotypes'], [143, 155, 'Behavioural Stereotypes']]",augmented
"on this day we will be competing with firms from Ireland and Sanfrancisco, so i try to compete hard for this role by being very competitive with your hourly rate.","[[23, 33, 'Behavioural Stereotypes'], [128, 140, 'Behavioural Stereotypes']]",augmented
"For this job we will be competing with firms from Ireland and Sanfrancisco, so i try to compete hard for this role by being very competitive with your entry rate.","[[24, 34, 'Behavioural Stereotypes'], [129, 141, 'Behavioural Stereotypes']]",augmented
"it will support them to deliver their work to their satisfaction with proactive support, guidance and expertise.","[[8, 16, 'Behavioural Stereotypes'], [70, 80, 'Behavioural Stereotypes'], [8, 15, 'Behavioural Stereotypes'], [80, 87, 'Behavioural Stereotypes']]",augmented
"You will encourage them to deliver their campaigns to their communities with proactive support, advice and expertise.","[[77, 87, 'Behavioural Stereotypes'], [87, 94, 'Behavioural Stereotypes']]",augmented
"it will support clients to deliver their services to their satisfaction with proactive support, advice and expertise.","[[8, 16, 'Behavioural Stereotypes'], [77, 87, 'Behavioural Stereotypes'], [8, 15, 'Behavioural Stereotypes'], [87, 94, 'Behavioural Stereotypes']]",augmented
this will support companies to deliver their campaigns to their satisfaction with appropriate strategic advice and expertise.,"[[10, 18, 'Behavioural Stereotypes'], [10, 17, 'Behavioural Stereotypes']]",augmented
"this will support agencies to perform their work to their benefit with proactive support, training and expertise.","[[10, 18, 'Behavioural Stereotypes'], [71, 81, 'Behavioural Stereotypes'], [10, 17, 'Behavioural Stereotypes'], [81, 88, 'Behavioural Stereotypes']]",augmented
"You will support agencies to run their operations to their objectives with proactive support, advice and expertise.","[[9, 17, 'Behavioural Stereotypes'], [75, 85, 'Behavioural Stereotypes'], [9, 16, 'Behavioural Stereotypes'], [85, 92, 'Behavioural Stereotypes']]",augmented
"You will support communities to develop their campaigns to their satisfaction with our support, advice and expertise.","[[9, 17, 'Behavioural Stereotypes'], [9, 16, 'Behavioural Stereotypes'], [87, 94, 'Behavioural Stereotypes']]",augmented
"these will enable agencies to deliver their projects to their satisfaction with proactive support, advice and expertise.","[[80, 90, 'Behavioural Stereotypes'], [90, 97, 'Behavioural Stereotypes']]",augmented
"this will support communities to conduct their campaigns to their satisfaction with proactive support, advice and expertise.","[[10, 18, 'Behavioural Stereotypes'], [84, 94, 'Behavioural Stereotypes'], [10, 17, 'Behavioural Stereotypes'], [94, 101, 'Behavioural Stereotypes']]",augmented
